comment,sentiment
ایشان پزشک بسیار خوبی هستند,satisfied
برادرم بیماری کلیه داره و زیر نظر ایشان هستن و خانم دکتر ناظمیان علاوه بر اینکه از نظر طبابت عالی و درجه یک هستن ، یک انسان تمام عیار و با مهر و محبت هم هستن خدا پشت و پناهشون باشه .,satisfied
انگشت ماشه ای داشتم عملکردم خوب بود,satisfied
افسردگی داشتم و بهبودی کامل حاصل شد,satisfied
15 سال قبل ایشان عمل پروتز چشم واسه من انجام دادن و هر چند وقت یکبار واسه معاینه ب مطب ایشان میرم ، خیلی ازشون ممنونم قبل از عمل خیلیا میگفتن انجام ندم ولی خیلی راضی ام ، از دکتر ممنونم ایشالا همیشه سلامت باشن,satisfied
ایشان بسیار پزشک حاذقی هستن . بسیار خوب تشخیص میدهند و خوب درمان میکنند,satisfied
18 ساله که ازدواج کردمزیرنظرخودشون بودم ودوبارحاملگی وزایمان داشتم ازکارشون راضی بودن . الان هم باردارهستم .,satisfied
آقای دکتر از معدود پزشکانی هستن که مهارت های ارتباطی رو می دونن و بکار می برن . و مقدمه ی درمان هم ، درست ارتباط برقرار کردنه .,satisfied
برای آلرژی پسرم مراجعه کردم . بسیار با اخلاق و حرفه ای هستند . اگر اصل داروهایی که تجویز میکنند را تهیه کنید جواب میدهد,satisfied
از دکتر حریری خیلی راضی هستم برایشان دعای خیر دارم,satisfied
از ایشون و وقتی که برای ویزیت دخترم با صبر و حوصله بسیار گذاشتن تشکر میکنم,satisfied
از همه نظرعالی ، من مشکل خرش پوست دست داشتم وظاهر پوستم خیلی خراب شده_بود ولی با طبابت ایشون صد درصد پوستم خوب شد خانم دکتر عزیز ممنونم خدا حفظت کنه,satisfied
ایشون واقعا دکتری هستن با تشخیص خیلی بالا و بهترین روش ها روبرای درمان دارن و فوق العاده خوش اخلاق هستن,satisfied
ایشان بسیااار عالی بودن,satisfied
بارژیم های ایشان 22 کیلوکم کردم,satisfied
انسان بسیار شریف ومحترم و پزشک حاذقی هستند,satisfied
ایشان خیلی عالی هستند,satisfied
دلسوزانه خدمت میکنند,satisfied
بارداربودم وپیش خانم دکتر میرفتم وایشون زایمان طبیعی برای من انجام دادن وتقریبا میشه گف مشکلی پیش نیومد,satisfied
ام اس دارم و عالی بودند,satisfied
ام اس ، بد نبود,satisfied
آقای دکتر احسان بیرنگ فوق العاده عالی ، ایشان از بهترین ها درجراحی میباشند .,satisfied
باتجربه عالی,satisfied
برای اگزمای پیشرفته یکی از دستهام مراجعه داشتم . قبلا داروهای مختلفی استفاده کرده_بودم . بسیار باتجربه و باسواد هستند و خیلی زود مشکل برطرف شد,satisfied
انشالله عالی,satisfied
اخلاق ایشان و تشخیص ایشان عالی بود . مشکل دل درد و فتق ناف کوچولوم رو با یه بار ویزیت برطرف کردن . بسیار تشکر میکنم از ایشان .,satisfied
اخلاقا عالی هستن هم از نظر پزشکی وهم از نطراخلاق پزشکی,satisfied
با سلام . جناب دکتر عشقی بسیار در تشخیص و درمان دقیق و فوق العاده هستن .,satisfied
با سلام حدود 18 سال پیش ایشون منو ویزیت کردن . . بنده یه مقداری بیرون روی داشتم که با کمک ایشان بهتر شدم,satisfied
بایک نسخه خوب شدم,satisfied
انژیو کردم و عالی بود,satisfied
برای پسرم مراجعه کردیم و ادامه درمانشان هست,satisfied
اضافه وزن داشتم خانم دکترکمک کردن,satisfied
ایشون عمل لاپراسکوپی کیسه صفریبرای من انجام دادند . بعد ده سال مشکلی ندارم .,satisfied
باسلام واحترام من مشکل دوبینی داشتم و تحت نظر ایشان میباشم واقعا دکتری که قبل از اینکه درمانش خوب بشه اعتماد بنفس و روحیه ای که به مریض میده درد خودش درمان میشه . از ته دل آرزو میکنم هرچی از خدا میخواد بهش بده,satisfied
باحوصله و با دانش . ممنونم ازشون,satisfied
ایشان درکار خود بسیار ماهر هستند ولی اصلا به سوالات جواب نمیدهند من مشکل اضطراب بیماری دارم با وجود اینکه چندین بار از ایشان سوال کردن و نتیجه سونوم خوب بود جوابی ندادند ولی کارشان عالی و بدون نقص است .,satisfied
باسلام من دخترم یک ماهه بود که همش توخواب وبیداری پلک میزد پشت سرهم . . . هر دکتری که بردم هیچکدام متوجه نشدن علتش چیه باوجود اینکه بچه تب داشت هیچ کدوم تشخیص ندادن که اوردم خدمت دکتراشرفی که ب محض اینکه پلک زدن بچه رو از توفیلمی که گرفته_بودم نشونشون دادم تشخیص داد که تشنج هستش داروی فنوباربیتال وفنوتیین داد یک هفته بعد دیگه اثری از پلک زدن نبود . ولی تا سه سالونیم تحت نظرشون بودن که خداروشکر دیگه تاالان هیچ مشکلی براش پیش نیومده . . . خواستم که بگم اقای دکتر ماهمیشه دعای خیر میکنیم براتون وخیلی خیلی از دقت وتوجه شما نسبت ب بیماران سپاسگذارم . ان شاالله خداپشتو پناه خود و خانواده تون باشه .,satisfied
با خونسردی به کلام بیمار توجه میکند و در جهت رفع مشکل تلاش میکنند . مجموعه منظم و کاملی دارند,satisfied
با سلام ایشون انسانی صبور و کار بلد هستن,satisfied
ایشان با تشخیص درست من رو فرستادن بیمارستان امیراعلم تهران اونجا درمان شدم هرچی تشخیص دادن اونجاهم همین گفتن بهم,satisfied
باسلام اینجانب یک ورزشکارملی هستم مشکل معده داشتم خدمت دکترصفری مراجعه کردم وبهترشدم یک مدت مسابقات بودم نتونستم ادامه درمانموانجام بدم دکترصفری بهترین دکتراستان البرزهستن باتشکر,satisfied
ایشان در تخصص خود بسیار عالی هستند,satisfied
با سلام به همه . توده چربی داشتم رفتم ببینم از رو رگهای عصبیم رد میشه یا نه با مدارک بردم و ایشون معاینه کردن و گفتن مشکلی نیست با خیال راحت برو بعملت برس و منم عمل کردم پیشه دکتر لنگری و عالی بود . متشکرم,satisfied
ایشان دیسک کمر مادر بنده را با موفقیت عمل کرده_اند,satisfied
ایشون تشخیص بسیار دقیقی دارند و درمانشون هم کاملا موثره البته بشرطی که هرچی میگن رعایت کنیم,satisfied
ارادت داریم دکتر,satisfied
با درود با اطمینان کامل می توانم بگویم احساس مسیولیت ایشان نسبت مریض خیلی بالا است کارش رابا دقت بالا انجام می دهد گزارش کاری که انجام می دهد را نیز بصورت کامل کامل می نویسد من واقعا قدردان ایشان هستم با ارزوی ایامی خوب برای ایشان,satisfied
همه چیزش عالیه,satisfied
ارتودنسی کردم و نتیجه عالی بوز,satisfied
باسلام من تقریبا 4 سال درد شدید معده داشتم که فقط با ودنسخه ی دکتر خوب سدم واقعا عالی,satisfied
خیلی راضی هستم خیلب,satisfied
6 سال پیش لیزیک انجام دادم . . . کارشون عالیه,satisfied
ایشون بسیار توانمندند و تشخیصشون عالیه .,satisfied
برام دارو نوشتن جواب سونو بعد دارو خیلی خوب بود,satisfied
با سلام دختر من عفونت ریه داشت که با یکبار ویزیت دکتر کاملا خوب شدن,satisfied
انحراف داشتم هم زیبایی عمل شدم هم تنفسی راضی ام,satisfied
اخاق ودر رشته مربوط خیلی تخصصوص دارندسلام ایشان دکتر بسیار با اخ,satisfied
با سلام با توجه به ویزیت ایشان با اخلاقای بسیار عالی ایشان و صرف اینکه با درد و بدون درد هستید میگویم . . اب درمانی اولین نکته ایشان سپس ورزش و رژیم های غذایی مناسب با مشکل و درد کمر و در اخر هم دستگاه و برق . . . فوق العاده هستن ایشان,satisfied
افسردگی داشتم بامراجعه به ایشون بهبود پیداکردم,satisfied
با سلام دکتر خوب و دلسوزی هستن خدا خیرشون بده,satisfied
با سلام . ایشان از پزشکان برتر و با تحربه هستند .,satisfied
اسان شریفی که با صبر و وحوصله به همه سوالاتم پاسخ دادند,satisfied
باسلام وعرض ادب ، مشکل سنگ کلیه داشتم بهبودی کامل بدست آوردم بسیاردکترتوانمندی هستن .,satisfied
استادممنونم ازتون برای اعتمادبه من,satisfied
آقای دکتر سعیدی بهترین دکتر هستن نتیجه خوبی ازش گرفتیم و یه بار هم به ما کمک کردن,satisfied
با سلام ، هر سال جهت کنترل شماره چشم و تجویز عینک مراجعه می کنم ، خدا رو شکر عالی است,satisfied
ازنظرمن دکترمعظم خیلی دکترخوبیه,satisfied
بارداری خارج رحمی داشتم که این فرشته ی مهربون قبول کردن و بالاپراسکوپی خارج کردن بیستی عشقم,satisfied
استادی مسلم و پزشکی دلسوز,satisfied
بارداری و زایمانم تحت نظر ایشان بود فوق العاده بودند,satisfied
با سلام من با رژیم ایشون در مدت 7 ماه 23 کیلو کاهش وزن داشتم روششون بسیار عالیست . در ضمن ایشون با آرامش و طمانینه ، به سوالات پیشآمده ، پاسخ میدهند با تشکر فراوان,satisfied
بابا اسم داشتن و عالی معالجه شدن,satisfied
آقا همه چی تمام . مختصر و مفید در موردش اینکه عالیه,satisfied
مجرب و حاذق,satisfied
ایشون عالی هستن من عمل سنگ انجام دادم,satisfied
از ابتدای تولد برای همه کارها پزشک بچه م هستن ، واقعا خوب و با معلومات و مهربان هستن,satisfied
ایشون دکتر خوبی هستن شش سال پیش مورد عمل جراحی قرار گرفتم و راضی هستم,satisfied
با سلام . دکتر خوبیه,satisfied
اگزما پوستی نتیجه گیری خوب بود,satisfied
ایشون تو کارشون خیلی جدی هستن و فوق العاده حساس . . من که خیییلی راضی هستم و به ایشون اعتماد دارم . .,satisfied
استوره نا بغه,satisfied
ایشان علاوه بر تشخیص درست ، بسیار بادقت حوصله به شرح حال بیمار گوش داده و درمان را انجام میدهند,satisfied
برای تعیین نمره چشم رفته_بودم خیلی دقیق بود کارشون,satisfied
ایشون بسیار در کارشون دقیق و مسیول هستند,satisfied
ایشان دکتر بسیار حاذقی هستند .,satisfied
اطلاعات خوبی در خصوص بیماری زردی نوزادن بهم دادند که از نگرانی در آمدم,satisfied
برای برداشت خال گردن رفتم . بالیزر . کارشون عالی بود,satisfied
استاد عزیزمان است,satisfied
ایشان تشخیص بسیار صحیحی درباره مشکلات زنان دارن,satisfied
Ok bud,satisfied
از اقدام مراجعه کرده_بودند و به ما معرفی شدند,satisfied
ارتریت روماتویید دارم وتحت کنترل ایشان خوبم,satisfied
آقای سالگی دکتری با اخلاق و در کارشون بسیار وارد هستند واقعا دکتری به تمام معنا می باشد,satisfied
دکتر تشخیصش خوبه,satisfied
بارداری وتشخیص بسیار عالی,satisfied
برای تست سلامت قلب بچه 6 ماهمون رفتیم پیش ایشون به نظرم خیلی خوب بودن ایشون . . .,satisfied
ایشان پزشکی صبور و حاذق هستند برای من درمان موثری داشتند,satisfied
ایشان فردی بسیار خوشرو و دقیق هستند,satisfied
با سلام : بسیار دکتر با تجربه و مهربانی هستند .,satisfied
اسال خونی است,satisfied
ایشان بسیار پزشک حاذقی هستن روی دستشون داخل همدان پزشک ندیدم,satisfied
ایشون یکی از بهترین دکترای دنیا هستن و کاملا باتجربه وخیلی مهربون و باوجدانه,satisfied
از نظر من خانوم دکتر بسیار با تجربه و حرفه ای هستند من بعد از چند جلسه خیلی شرایطم بهتر شد .,satisfied
از طبابت ایشان راضی بودم,satisfied
با سلام من از کودکی تقریبا از4سالگی تخت نظر دکتر درخشنده بودم واقعا بهترین دکتری هس که من دیدم واقعا عالیه واقعا عالی,satisfied
7دندان ایپلنت کردم,satisfied
افسردگی شدید ، و الان خوب شدم,satisfied
انسان بسیار مهربان و دلسوزی هستند,satisfied
ایشان یکی از هم خدمتی های اینجانب در سال 70 منطقه عملیاتی سومار اورزانش شهید نقدی می باشد وفردی متعهد وبا سواد بودند,satisfied
از بقیه ی دکتر هایی که تا الان رفتم بهتر بودن و درمان شدم,satisfied
ایشان پزشک حاذق و با تجربه و همچنین خوش برخوردی میباشند . همچنین در زمینه ی درمان رضایت مکفی دارم,satisfied
برای جراحی دندان عقل نهفته و ایمپلنت مراجعه کردم . درمانم بسیار به موقع و با دقت انجام شد . ایشون رو توصیه می کنم حتما,satisfied
با توجه به اینکه من مشکل فشار خون داشتم و میزان اوره و کراتینم بالا بود به توصیه دکترم به ایشان مراجعه کردم و این مرتبه دوم میشه که ویزیت می شم,satisfied
با سلام خانومی هستم افسانه حبیبی سپاس وتشکر فراوان از جناب دکتر اسلام پیا مینمایم امیدم به درگاه خدای بلند مرتبه این است مقامی بالاتر از این دریافت کنید باسپاس,satisfied
ایشون دکتر فوق العاد با تجربه و خوبی هستن من از درمان ایشون خیلی راضی هستم,satisfied
از سال 76 بیمار ایشون هستم و بسیار راضی ام,satisfied
بدون شک بهترین هستن و بسیار مهربان . دقتشون بسیار بالا,satisfied
ایشان در طب پوست بینظیر هستند,satisfied
آلرژی پسرم رو تشخیص دادن و درمان کردن,satisfied
با توجه به سن کمشون تجربه خیلی زیادی دارن برای مراقبت قبل بارداری بودم,satisfied
افسردگی . تحت درمان هستم و در حال بهبود,satisfied
از کارشان رضایت کامل دارم . هر بار مراجعه کردم جواب گرفتم .,satisfied
اضطراب و پریشانی نتیجه رضایت بخش بود,satisfied
از موقعی که بیمار دکتر شدم خیلی خوب شدم و واقعا دکتر کاربلدی هست,satisfied
با سلام . . . بسیار علی,satisfied
با سلام من مادرم شب و روز خواب نداشت از وقتی ک اومدیم پیش دکتر پارسی تا الان ی دوماهی هست ک میگذره و مادرم 180 درجه نسبت به قبلش تغییر کرده و بنظر شخصی بنده دکتر پارسی واقعا دکتر خوب و باسوادی هس و هر کی مراجعه کنه حتما نتیجه میگیره خدا حفظش کنه و انشاالله همیشه سالم و سلامت باشه,satisfied
باعرض سلام من همسر رضا هادی اظهر هستم بیمار دکترعلیرضا رنجبرنایینی نظر من نسبت به آقای دکتر عالی است وامیدوارم همیشه سلامت باشند,satisfied
با همکاری ایشان بهتر شدم,satisfied
برای تغذیه دوران بارداری پیش دکتر رفتم و راضی بودم,satisfied
با سلام بسیار بیمارستان خوبی است,satisfied
ایشان به عنوان آنند چشم پزشکی جهت انجام رتینوپاتی به بیمارستان ما تشریف میاوردند بسیار متشخص و کاردان بودند,satisfied
متبحر خوش اخلاق دزیک کلام معجزه گر,satisfied
ایشان دکتر بسیار خوب مهربان و متعهدی هستند,satisfied
الحمد الله تا بحال خوب بوده,satisfied
اگه ایشون همون خانم دکتری باشه که قبلا لاهیجان مطب داشته ، یه دوره درمان مادرم رو انجام داده و رضایت بخش بوده,satisfied
ایشون دکتر فوق العاده هم از نظر اخلاق و هم کار پزشکی هستند . سونوگرافی سینه انجام دادم و فقط ایشون در کل اصفهان توانستند تومور من را تشخیص دهند . زندگی خود را مدیون ایشون هستم .,satisfied
استاد بسیار حاذقی هستند,satisfied
ایشان دکتر فوق العاده ای هستند ، دستشون برای بچه های من شفاست,satisfied
ایشان بسیار دکتر خوب و حاذقی هستند . براشون آرزوی موفقیت دارم . جراحی سینه انجام دادم و راضی هستم,satisfied
از وقتی ک تحت نظر ایشون هستم رماتیسمم کنترل شده,satisfied
1 _ مشکل مثانه تکرر ادرار و تجمیع سریع ادرار داشتم 2- دفعه . . . نمیشه بگم دکتر فوق العاده ای است برای پسرم هم عمل گرفتگیه میرگهای بیضه انجام دادند جای این دکترها را بعد کی میتونه بگیره !,satisfied
بچه تب شدیدی داشت توسط ایشون ویزیت ودرمان شد,satisfied
با یک بار ویزیت تشخیصشون عالی بود,satisfied
Behtar shiodam,satisfied
بچه دار نمیشدم نتیجه گرفتم,satisfied
ایشان واقعا دکتر با تجربه ای هستن,satisfied
برای جراحی سزارین بسیار دکتر خوب و کاردانی هستند,satisfied
ایشان دکتر خوبی برای بنده بودند و هستند و مشکل بیخوابی منو درمان کردند .,satisfied
افسردگی ، تشخیص عالی و تحت درمانم,satisfied
باسلام و خداقوت و آرزوی سلامت برای شما بدین وسیله کمال تشکر را از شما بخاطر صبر و پشتکار و اخلاق خوش در برخورد با مریض را دارم امید که در سایه حق پیروز و موفق باشید,satisfied
با سلام مشکل سنگ کلیه داشتم,satisfied
استاد و عجوبه,satisfied
با سلام واقعا دکتر حاذق وباتجربه ای هستن من واقعا ازشون راضی بود داروهایی که تجویز میکنن عالیه عالی تمام داروهاشون درمانی هستش نه مثل بقیه دکترها جنبه مسکن داشته باشه,satisfied
باسلام من رجبی هستم من دخترم را چند سال پیش خدمت آقی دکتر فتحیان برای ارتودونسی بردم . بسیار از برخورد خوب ایشان راضی بودیم وکارشان وتخصص ایشان فوق العاده میباشد به طوری که دخترمن که ازدندانپزشکی وحشت داشت به راحتی به مطب ایشان میرفت جا دارد که از آقای دکتر و کادرشان تشکر کنم .,satisfied
بدون . استفاده از دارو نتایج خیلی خوبی گرفته_ام,satisfied
آکنه شدید دشتم ، بایک نسخه منو خوب کرد,satisfied
از ایشون خ راضی ام,satisfied
ایشون پزشک حاذق و فوق العاده ای هستند,satisfied
افسردگی اساسی وبعد از یک سال و سه ماه مصرف دارو نشانه های بهبودی حاصل شد,satisfied
ایشان در خصوص بیماری های اطفال بسیار متبحر می باشند,satisfied
با سلام من فقط یک نوبت پیش ایشون رفتم و بنظرم مهربون و خوش اخلاق هستن و البته مسیولیت پذیر ، چرا که مثل بعضی پزشکان بدون آزمایش و اسناد کافی هزاران هزار قرص و دارو نمینویسن و اینطوری بنظرم صرفه اقتصادی هم داره علاوه بر اینکه از تاثیر منفی قرصهای اضافه هم جلوگیری میکنه . بهترین ویژگی ایشون -مخصوصا برای من ک شهرستان ساکن هستم و مسیرم تا مطب ایشون دوره-اینه که در هر شرایطی پاسخگوی بیمارانشون هستن و برای نگرانی هاشون وقت میذارن و همینجا از منشی خوب و مهربونشون هم تشکر میکنم .,satisfied
بارداری عالی 30 اسفندزایمان دارم پیششون تا این لحظه عالی بودن عالییییی,satisfied
اکنه صورت ، عالی,satisfied
بالن زدم و یک سال خوب زدم,satisfied
افسردگی و خداروشکر کاملا خوب شدم,satisfied
ازنظرمن دقت کاریشون بالاهست وازمراجعه به ایشون راضی هستم وهمیشه به اطرافیان به عنوان یه متخصص سونوگرافی خوب پیشنهادشون میکنم .,satisfied
از تخصصشان مشخصه و نیازی به توضیح نیست,satisfied
با سلام واقعا کارش حرف نداره,satisfied
ارتوپد و درمان حاصل شد,satisfied
باسلام دختر من زردی داشت بیمارستان هم بستری بود اوردیمش خونه دوباره زردیش رفت بالا و کولیک هم داشت بردیمش پیش دکتر حسینی خداروشکر با داروهایی و راهنمایی های خوبشون مشکل دخترم حل شد وهنوز هم . که دخترم باران هشت ماهه شده هنوز چکاپ ماهانه میبرمش پیش دکتر حسینی,satisfied
20 ساله مریضشونم بسیار دانا هستند دوتا بچههام باکمک ایشون بدنیا اومدن بسیار قابل احترام هستند,satisfied
با راهنمایی نیاز به عمل برطرف شد خیلی عالی,satisfied
بسیار دکتر خوب ومحترمی هستن کارشون عالی,satisfied
با درود من برای لامینیت 8دندان بالا و پایین به ایشان معرفی شدم و نمونه کارهایشان را دیدم و برای درمان انتخابشون کردم نتیجه کار بسیار شگفت انگیزه و واقعا چهره مرا دگرگون کرد دکتر نبی زاده علاوه براینکه بسیار حرفه ای کار میکنند بسیار هم با انصاف و منظم هستند محیط مطب بسیار دلنشین و پاکیزه است وپرسنل هم بسیار خوش برخورد و تر و تمییز هستند ضمن اینکه اصول ضد عفونی را بشدت رعایت میکنند که من در جاهای دیگر حتی مطب های شمال شهر مثل سعادت اباد و . . . اینقدر دقت ندیدم و از همه مهمتر کیفیت فوق العاده کار هست به گونه ایکه همه از دیدن زیبایی کار اقای دکتر شگفت زده شده و خیلی ها خواستند که به دکتر معرفیشون کنم . البته اقای دکتر تخفیف بسیار خوبی هم به من دادند . در یک کلام دکتر نبی زاده بسیار عالی وفوق العاده هستند مطب نقلی وخوشگلی هم دارندمن ایشون را به همه توصیه میکنم .,satisfied
آسیب نخاعی ودکتر بسیار خوبی هستند,satisfied
با درود وعرض ادب ، بنده مشکل نفخ معده داشتم که ضمن مراجعه به دکتر احمدیان و معاینه توسط ایشان پیس از استفاد از داروهای تجویزی دکتر بهبودی حاصل شد نکته مهم اینست که آقای دکتر بسیار خوش اخلاق هستند و نسبت به بیمار خود احساس مسولیت میکنند ، آرزوی سلامتی وموفقیت برایتان دارم .,satisfied
بچه ام از دندانپزشکی می ترسید ولی از وقتی به مطب دکتر موسوی رفتن و کار ایشان را دیدن ، خودش هر روز میخواد به دندانپزشکی بره .,satisfied
اضطراب داشتم که با کمک دکتر خلیلی خیلی بهترم .,satisfied
باسلام مشکل داخلی داشتم وراضی هستم,satisfied
باد فتق داشتم خوب شدم,satisfied
4سال پیش دماغم عمل کردم و خیلی راضی ام,satisfied
انگست دخترم قطع شده_بود ایشون پیوند زدن ، کارشون عالی بود,satisfied
باتجربه و حرفه ای,satisfied
با سلام بنده پارگی رباط و مینیسک داشتم که توسط ایشان عمل شده و بسیار راضی هستم,satisfied
با سلام ایشان بسیار حاذق و مجرب بوده و نسبت به بیماران خود متعهد میباشند . ضمنا دلسوزانه و صبورانه سلامتی بیماران خود را رصد مینمایند .,satisfied
التهاب عالی بودن,satisfied
دکتر خوش برخورد هستند و کارشون عالیه,satisfied
افسردگی داشتم با ویزیت ایشون خوب شدم,satisfied
ایشون وافعا یکی از بهترین و خوش اخلاق ترین متخصصین پوست و زیبایی هستند که تا بحال دیدم . . . تزریق بوتاکس و ژل لب ایشون رو هیچ پزشکی با این کیفیت انجام نمیده و اخلاق شون عالی بودفقط مشکل چند ماه در سال امریکا بودنشون هست . درسته همین فعال بودن در خارج باعث شده انقدر به روز و سطح کارشون متفاوت باشه ولی خب چند ماه هم پزشکت نیست . .,satisfied
برای پوستم اقدام کردم و عالی بود .,satisfied
با همسرم برا مشاوره قبل ازدواج رفتیم و نتیجش هم کلی اطلاعات خوب بود برا تصمیم گیری ازدواج و زندگی مشترکمون : ),satisfied
ایشان همسر بنده را عمل فتخ نمودند و کارشان عالی است,satisfied
ایشون عالی هستن واقعا مثل یک مادر دلسوز و مهربون میشه خیلیییی صمیمی باهاشون مشکلات رو مطرح کرد و نتیجه گرفت,satisfied
آکنه وخوب شد,satisfied
باسلام به نظر من ایشون خیلی تو کارشون واردن خدا حفظشون کنه,satisfied
بارداری و بسیار عالی بودند,satisfied
بچه هام همیشه با ویزیت دکتر ارگانی خوب میشن واقعا دکتر باحوصله و خوبی هستش,satisfied
انحراف چشمی کودکان داشتیم با مشورت با ایشان به نتیجه مطلوب رسیدم,satisfied
استاددوستم بوده وخیلی ازش تعریف میکنه,satisfied
از نظر من بهترینه,satisfied
ایشون دکتر بسیار حاذقی هستن و با حوصله,satisfied
کلا دکتر خوب وخیلی به مریض اش میرسه,satisfied
. کارشون عالی بود,satisfied
باسلام به اتفاق دوستم 30 سال پیش خدمت ایشان ویزیت شدن معالجه وکارشان عالی خداسایشون روازسربیماران کم نکنه هرجاهستن تندرست باشن,satisfied
براثر نارسایی کلیه پیوندی بسیار کم خون بودم که الان خیلی بهتر شدم,satisfied
ایشان بیماری را دقیق تشخیص میدهند و بهترین دارو را برای بیمار تجویز میکنند,satisfied
متخصص خوب و با دانش,satisfied
ایشان بسیار حاذق و با شخصیت می باشند,satisfied
باسلام واقعا دکتر خوبی هستش عفونت روده ای داشتم با یکبار مراجعه درمان شدم,satisfied
اختلال هورمونی داشتم تا شهریور دارو داشتم مصرف شد و بهتر شدم بعد از تمام شدن دارو مجدد رویش موهای زاید پندارد,satisfied
ایشان دکتر کاری وجدی هستن,satisfied
از کودکی تاکنون پزشک ما هستند و بسیار مسلط و دقیق,satisfied
از خدمات ایشان راضی بوده_ام,satisfied
ازمایش نوشتند و بررسی کردند بسیار عالی,satisfied
از طرف دکتر فرسویان معرفی شدیم به ایشون از ساری,satisfied
ایشون دکتر بسیار دلسوز ومهربانی هستند با شخصیت مثبت وبسیار فهمیده وتشخیص شون هم خیلی خوب هست ضمن اینکه دقت دارند وحتی درباره مشکل بیماری تلفنی با دکترهای آشناشون مشورت میکنند انشااله که موفق وسلامت باشند,satisfied
ایشون بهترین متخصص درزمینه گوش هستند,satisfied
افسردگی بعد زایمان و خیلی بهم کمک کردن,satisfied
با حوصله و آرامش وبسیار توانمند,satisfied
باردار بودم . عالیه,satisfied
آب مرواید-نتیجه عالی,satisfied
انجام عمل لیزیک و نتیجه عالی,satisfied
برای جراحی زیبایی فک همسرم مراجعه کردیم ، بسیار حرفه ای با کادر مجرب و بسیار دلسوز پذیرش انجام شد و برخلاف سایر پزشکانی که قبلا مراجعه کرده_بودیم نظر دکتر جراحی فک بالا و پایین و چانه بود که در کمتر از سه ساعت انجام شد و فک همسرم نیز اصلا بسته_نشد و از ده روز بعد به راحتی به سر کار برگشتند . نتیجه جراحی برای ما غیر قابل باور و عالی بود .,satisfied
با آرامش به بیماران توجه میکنند,satisfied
ایشان بسیار آگاه ، مسلط ، به روز و خوش برخورد هستند,satisfied
آرتریت پسوریلزیس خیلی دقیق برام معاینه کردنو خیلی هم انرژی مثبت دادن بهم,satisfied
آ ب دور بچم نمونده بود و دکتر علی محمدی دستور ختم بارداری رو دادند .,satisfied
اخلاقش که خوب بود و کلی وقت گذاشت برای پرونده بیمارم که خواستم از شهرستان بیارم,satisfied
برا بیمار خیلی وقت میزاره با حوصله و با اخلاق,satisfied
ایشون بسیار دکتر خوبین,satisfied
با سلام به همه ! اینجانب چربی کبد داشتم . تازه چهار روز میشود نسخه دریافت کرده و دارو مصرف می کنم . عجالتا احتمال میدهم مفید واقع شده اما مهم دقت معاینه آقای دکتر است که باسایر دکترهایی که رفتم متفاوت است,satisfied
این دکتر فوق العاده است,satisfied
با سلام . جناب دکتر عبدی یکی از بهترین ها در غرب کشور هستند . رفتار بسیار مناسب با بیمار و تشخیص بسیار عالی ایشون انکار ناپذیر است . . بنده پیش ایشون عمل تنگی حالب مادرزادی و سنگ کلیه داشتم انشالله نتیجه خوب مبگیرم چون به دکتر عبدی ایمان دارم . ارادتمند شما مسعود منوچهری,satisfied
3مرتبه زانو عمل کردم,satisfied
با سلام عرض ادب بنده مشکل حاد کلیه داشتم و زیر نظر دکتر عباسی پیوند کلیه کردم الان 9سال از پیوند کلیه ام میگذره و خداروشکر زندگی طبیعی رو دارم واقعا آقای دکتر عباسی از همه لحاظ نمونه اند,satisfied
8 سال پیش چشم های من را لیزر کردند . خیلی راضی هستم . نه نیاز به قطره دارم و نه چشمانم ضعیف شدند . امیدوارم خدا خیر و سلامتی به دکتر عطا کند,satisfied
ایشان بسیار صبور و خوشرو بوده و با دقت کامل به مشکل مطرح شده از سوی بیمار و یا همراهان بیمار گوش فراداده و بل حوصله کافی به معاینه بیماران خود اقداممینمایند .,satisfied
با سلام دکتر خوبیه چند سال پیش ایشان میرم,satisfied
ایشون بهترین دکتر غدد هستن ، علاوه بر غدد از خیلی دردای دیگم سر درمیارن ، عالین,satisfied
با سلام مشگل ستون فقرات مادرم بود که تزریق کردن خیلی بهتر شد,satisfied
ایشون عالین من ازنوزادی تا 15 سالگی زیرنظرایشون بودم,satisfied
دلسوز ومهربان است و شرایط افراد را درک میکند ممنون از اینکه هستند موفق لاشند,satisfied
ایشالا خدا خیرش بده دکتر فوق العاده ی ه,satisfied
از زمان تولد فرزندم تاکنون که 7 سال دارد برای تمام بیماری هایش به ایشان مراجعه کرده_ام و همیشه راضی بوده_ام,satisfied
3کیلو اضافه وزن داشتم که ظرف 1.5 ماه برطرف شد,satisfied
با سلام و خسته نباشید خدمت شما دوستان عزیز بنده از زحمات دکتر کمال تشکر و قدردانی را میکنم,satisfied
برای بجه اوام تحت نظر ایشان بودم و سزارین شدم . خوب بود,satisfied
برای اقدام به بارداری اومدم پیش ایشون و الان باردارم,satisfied
بامشکل بیمار درست تا میکند,satisfied
باردارم هفته های اول بارداریم . . . . عالیه,satisfied
"برای افسردگی دارم میرم,فعلا راضیم",satisfied
با سلام دکتر بسیار خوبی هستش با بیمار بخوبی ارتباط برقرار میکنه و برای درمانش وقت میزاره تا الان که خیلی راضی هستیم,satisfied
اسپاسم عضلانی داشتم ، تشخیص درست و درمان موثر,satisfied
